payment_id,claim_id,payment_date,payment_amount
77,60,2024-10-21,488.72
78,62,2025-01-02,387.1
79,63,2024-09-07,228.82
80,64,2025-07-02,1638.45
81,66,2024-11-04,469.19
82,67,2022-09-24,4267.58
83,68,2023-07-25,769.72
84,68,2023-08-25,1203.15
85,69,2024-01-15,275.46
86,69,2023-12-19,267.28
87,71,2024-12-06,249.13
88,71,2024-12-08,627.92
89,73,2025-08-21,2257.61
90,74,2024-09-24,199.8
91,75,2025-01-08,512.63
92,76,2022-07-14,415.37
93,76,2022-08-07,348.43
94,76,2022-08-02,95.51
95,77,2023-10-26,1176.97
96,78,2022-01-19,34.19
97,78,2022-02-09,88.92
98,79,2022-05-23,349.38
99,79,2022-06-19,159.64
100,80,2024-02-29,1206.89
101,81,2024-05-03,277.94
102,81,2024-05-09,202.66
103,82,2025-09-23,389.86
104,83,2022-11-15,81.7
105,83,2022-12-03,47.02
106,84,2021-05-20,442.78
107,85,2024-05-17,514.52
108,86,2024-06-24,310.64
109,86,2024-06-24,313.35
110,87,2024-07-07,1969.7
111,88,2025-07-20,484.71
112,89,2025-03-30,1472.07
113,90,2025-04-09,154.15
114,90,2025-04-16,13.99
115,90,2025-04-23,122.87
116,91,2025-06-12,4288.3
117,92,2023-12-13,582.09
118,93,2023-03-30,1028.3
119,93,2023-04-17,316.0
120,94,2022-08-11,3504.36
121,95,2022-08-20,319.8
122,95,2022-09-05,74.85
123,96,2024-01-11,100.99
124,97,2021-11-08,424.72
125,98,2021-09-10,487.87
126,99,2023-03-23,433.72
127,100,2025-09-14,474.59
128,101,2023-10-31,1055.92
129,102,2023-12-13,256.65
130,103,2023-10-30,63.27
131,103,2023-11-07,10.18
132,103,2023-10-02,110.03
133,105,2025-01-03,1158.41
134,106,2023-02-08,298.22
135,108,2025-09-09,1995.98
136,108,2025-09-26,440.4
137,108,2025-09-30,2218.18
138,109,2024-12-19,540.49
139,110,2024-05-07,4731.11
140,111,2025-02-27,37.11
141,111,2025-02-08,66.48
142,112,2023-05-28,1710.24
143,113,2022-10-24,438.28
144,114,2023-04-17,431.25
145,115,2024-06-14,19.69
146,115,2024-05-30,129.17
147,116,2024-12-25,536.97
148,117,2023-12-12,1294.84
149,118,2024-09-21,502.58
150,118,2024-08-29,101.92
151,119,2024-09-30,372.1
152,120,2022-06-21,705.44
153,122,2025-05-23,3818.78
154,123,2024-04-16,312.45
155,124,2024-01-18,819.95
156,125,2022-02-23,560.32
157,126,2021-11-04,183.79
158,127,2023-07-31,606.92
159,128,2023-09-08,384.28
160,129,2022-04-16,1521.53
161,130,2022-03-03,1279.51
162,130,2022-04-08,86.86
163,131,2021-10-18,48.41
164,131,2021-11-06,448.41
165,131,2021-10-12,2.98
166,132,2023-09-27,420.69
167,134,2023-07-28,1551.78
168,134,2023-07-08,1544.2
169,135,2022-01-04,1688.91
170,135,2022-01-03,1142.5
171,136,2022-03-06,1770.2
172,137,2024-03-03,407.36
173,138,2023-02-06,244.95
174,140,2025-04-25,35.23
175,140,2025-05-27,1850.68
176,140,2025-04-23,1324.97
177,141,2025-01-06,1715.67
178,141,2025-01-14,81.5
179,142,2022-06-17,2460.59
180,143,2024-12-10,294.36
181,144,2025-07-22,221.3
182,144,2025-08-01,102.93
183,145,2025-06-05,543.6
184,146,2023-11-18,126.84
185,147,2024-08-03,176.83
186,148,2025-08-25,317.59
187,149,2023-09-27,540.76
188,149,2023-10-31,211.93
189,149,2023-10-25,710.33
190,150,2023-08-24,304.41
191,150,2023-09-30,1105.86
192,150,2023-08-18,653.42
193,152,2022-07-18,4731.91
194,152,2022-07-17,1207.89
195,153,2022-10-22,2923.47
196,154,2023-10-21,151.06
197,154,2023-11-25,472.22
198,154,2023-10-25,464.57
199,155,2024-04-09,1422.14
200,156,2021-04-01,145.27
201,156,2021-04-17,781.73
202,157,2022-03-16,2499.26
203,157,2022-04-12,93.41
204,158,2023-04-06,445.29
205,158,2023-04-17,229.21
206,159,2022-08-29,22.98
207,159,2022-09-19,190.55
208,160,2023-05-19,5126.23
209,162,2025-01-03,22.61
210,162,2025-01-12,174.53
211,162,2024-12-27,77.64
212,163,2024-11-03,667.43
213,164,2024-04-29,1755.01
214,164,2024-04-25,3381.67
215,165,2024-07-21,720.01
216,166,2025-04-11,456.8
217,167,2025-04-07,595.07
218,167,2025-05-02,1024.42
219,168,2025-02-07,1225.9
220,169,2022-09-18,1067.61
221,170,2023-10-24,2669.73
222,171,2024-01-15,1160.2
223,171,2024-01-26,1082.49
224,172,2024-01-02,1019.43
225,172,2023-12-16,763.29
226,173,2024-07-29,9891.71
227,174,2025-05-18,92.67
228,174,2025-05-31,12.53
229,175,2025-02-24,291.72
230,178,2021-12-31,48.47
231,178,2022-02-13,109.8
232,179,2023-07-11,341.3
233,179,2023-07-30,1064.31
234,179,2023-07-30,1068.44
235,180,2023-07-05,229.53
236,181,2022-11-12,23581.62
237,182,2025-09-17,42.17
238,182,2025-10-12,181.75
239,183,2025-01-06,1498.74
240,183,2025-01-16,1617.16
241,184,2024-07-07,1335.52
242,185,2024-03-26,521.4
243,186,2022-01-02,142.82
244,186,2021-12-19,209.54
245,187,2021-08-22,31.2
246,187,2021-09-22,11.9
247,187,2021-09-01,211.05
248,188,2023-08-12,323.52
249,188,2023-09-18,25.57
250,189,2022-12-16,271.16
251,190,2023-07-11,219.62
252,190,2023-08-17,134.46
253,190,2023-08-25,19.89
254,191,2025-09-24,861.03
255,191,2025-09-25,887.49
256,191,2025-09-09,953.61
257,192,2023-10-30,402.46
258,193,2023-11-13,240.01
259,193,2023-11-16,8.14
260,194,2024-02-25,194.34
261,195,2024-02-12,98.19
262,195,2024-02-16,1268.08
263,196,2024-06-21,725.6
264,196,2024-07-03,5409.8
265,197,2024-03-05,909.73
266,197,2024-03-08,6.2
267,198,2023-05-26,3573.38
268,198,2023-06-13,86.89
269,198,2023-06-08,46.96
270,199,2024-07-22,340.61
271,200,2021-05-26,216.38
272,201,2023-05-30,22.57
273,201,2023-06-10,60.96
274,201,2023-05-18,307.07
275,202,2024-09-01,2125.83
276,203,2024-12-01,703.47
277,204,2024-10-03,1039.93
278,205,2023-07-26,1587.99
279,206,2024-10-06,552.44
280,207,2025-03-03,434.96
281,208,2025-08-07,403.47
282,208,2025-08-16,339.53
283,209,2025-09-12,378.5
284,210,2023-10-02,980.86
285,212,2024-02-03,187.27
286,213,2025-04-08,220.72
287,214,2025-09-20,879.3
288,215,2024-04-28,222.96
289,215,2024-04-22,161.18
290,216,2025-08-12,2372.89
291,217,2023-03-04,718.01
292,218,2025-01-21,600.31
293,219,2025-02-10,139.81
294,219,2025-02-01,119.37
295,221,2025-01-01,227.76
296,221,2025-01-06,179.06
297,222,2023-10-02,2543.18
298,222,2023-09-16,531.89
299,223,2024-01-20,2591.45
300,223,2024-02-12,49.61
301,224,2022-01-02,74.19
302,224,2022-01-10,230.32
303,226,2024-03-26,462.15
304,227,2023-04-02,142.13
305,227,2023-03-19,69.17
306,228,2025-09-14,377.29
307,228,2025-10-02,64.39
308,229,2025-10-01,2197.14
309,230,2025-09-29,2329.43
310,231,2024-04-01,57.85
311,231,2024-04-10,166.86
312,232,2023-05-21,11.91
313,232,2023-05-07,1172.83
314,233,2024-07-23,214.04
315,234,2024-11-15,180.45
316,234,2024-11-09,277.94
317,235,2021-12-31,245.75
318,236,2022-05-29,376.4
319,237,2021-06-18,845.5
320,237,2021-07-05,241.34
321,238,2022-04-17,1241.98
322,239,2023-12-06,69.58
323,239,2024-01-08,165.94
324,240,2023-01-19,3220.34
325,241,2023-04-13,1174.54
326,242,2024-03-22,1374.47
327,243,2024-10-31,310.65
328,244,2024-07-11,394.74
329,244,2024-08-02,39.05
330,245,2024-02-13,1310.81
331,246,2025-09-27,1314.07
332,247,2024-11-12,716.18
333,248,2024-12-08,386.62
334,249,2025-01-18,102.15
335,249,2025-01-18,3350.45
336,250,2022-06-25,278.68
337,250,2022-07-29,75.8
338,251,2021-12-24,2270.38
339,252,2021-07-22,630.82
340,253,2023-10-09,453.96
341,253,2023-10-28,541.88
342,253,2023-09-20,2121.14
343,254,2023-12-10,439.86
344,255,2022-06-28,2094.34
345,255,2022-08-08,1874.53
346,256,2025-07-30,1486.44
347,256,2025-08-13,806.4
348,257,2025-08-22,1543.04
349,257,2025-08-25,2544.96
350,258,2024-11-30,236.05
351,259,2022-04-08,160.33
352,259,2022-03-01,296.89
353,260,2021-05-20,1293.53
354,260,2021-05-21,30.47
355,261,2024-01-24,463.76
356,261,2024-01-28,196.11
357,261,2024-02-05,437.06
358,262,2021-03-22,1336.22
359,262,2021-04-01,2380.83
360,264,2022-07-05,613.66
361,264,2022-07-15,691.65
362,265,2024-05-19,368.01
363,266,2025-06-19,282.81
364,266,2025-06-09,2569.56
365,267,2024-02-16,4317.43
366,268,2023-07-14,668.54
367,269,2024-07-01,804.96
368,269,2024-07-03,777.44
369,270,2024-10-06,79.19
370,270,2024-09-08,128.39
371,271,2025-05-04,244.44
372,272,2024-04-27,1115.81
373,273,2025-10-14,262.84
374,273,2025-11-17,263.68
375,273,2025-10-02,257.31
376,274,2024-05-25,2847.15
377,275,2023-08-20,641.04
378,276,2023-10-11,234.26
379,277,2023-04-08,700.53
380,278,2024-07-05,808.36
381,278,2024-07-17,1261.85
382,278,2024-07-08,1762.36
383,280,2025-04-16,397.96
384,281,2025-08-22,677.18
385,282,2025-02-03,134.68
386,282,2025-02-10,11.96
387,284,2024-03-22,69.16
388,284,2024-04-09,120.63
389,285,2023-07-13,832.69
390,287,2023-07-09,2666.94
391,288,2024-09-30,214.48
392,289,2025-04-15,3505.6
393,292,2023-11-25,2393.11
394,292,2023-12-07,907.88
395,293,2024-05-21,221.45
396,293,2024-05-03,58.31
397,294,2023-10-02,1436.48
398,295,2023-02-04,574.26
399,296,2023-03-16,414.64
400,296,2023-03-16,253.13
401,297,2025-09-09,2020.55
402,298,2025-06-03,1249.56
403,300,2024-06-02,911.73
404,301,2022-04-12,1715.13
405,301,2022-05-03,461.95
406,302,2023-08-13,1514.77
407,303,2024-10-24,135.25
408,303,2024-11-17,602.18
409,303,2024-11-17,25.64
410,304,2025-06-05,1087.74
411,305,2021-06-07,1640.44
412,306,2021-05-18,562.21
413,306,2021-05-24,526.15
414,306,2021-06-21,282.34
415,307,2022-01-07,90.95
416,307,2022-01-18,8.99
417,308,2022-10-15,116.72
418,308,2022-11-15,159.16
419,308,2022-11-12,49.63
420,309,2023-03-11,213.15
421,309,2023-02-12,189.19
422,310,2024-01-23,338.02
423,311,2025-07-11,454.64
424,312,2022-11-24,882.67
425,313,2022-06-01,1097.02
426,313,2022-07-15,1442.02
427,313,2022-06-09,1287.99
428,314,2023-09-01,139.78
429,314,2023-09-22,140.7
430,314,2023-10-01,141.37
431,316,2024-05-06,123.14
432,316,2024-06-08,2.82
433,316,2024-06-04,114.54
434,317,2023-08-07,182.64
435,317,2023-08-07,274.58
436,318,2023-09-13,392.28
437,319,2024-06-10,4908.61
438,320,2023-02-24,229.73
439,320,2023-04-09,361.21
440,320,2023-01-30,72.82
441,321,2023-08-05,827.17
442,322,2024-02-25,848.7
443,323,2024-03-16,185.37
444,324,2025-01-22,699.22
445,325,2024-06-02,2467.24
446,326,2022-03-13,721.56
447,327,2022-10-09,24.57
448,327,2022-11-07,198.34
449,327,2022-11-09,255.93
450,328,2023-05-28,1279.49
451,330,2023-04-30,1951.5
452,331,2024-11-28,1100.13
453,332,2025-07-04,1730.17
454,333,2024-12-17,3682.04
455,334,2025-08-20,9.97
456,334,2025-08-17,174.6
457,335,2023-12-30,76.76
458,335,2024-01-20,23.97
459,335,2024-01-07,46.52
460,336,2025-06-30,505.16
461,338,2023-07-12,384.42
462,338,2023-07-18,111.62
463,339,2024-01-07,132.59
464,339,2024-01-28,97.55
465,340,2025-02-18,6725.23
466,342,2024-02-04,1405.56
467,342,2024-02-17,132.24
468,343,2023-06-15,2129.23
469,344,2024-01-22,818.01
470,345,2022-04-20,257.49
471,345,2022-04-13,87.95
472,347,2021-09-24,306.4
473,348,2025-03-21,105.17
474,348,2025-04-18,206.26
475,348,2025-04-07,3721.2
476,349,2022-03-30,913.6
477,350,2022-06-12,314.68
478,350,2022-05-18,53.88
479,351,2024-07-07,14.15
480,351,2024-07-18,350.35
481,352,2023-11-20,64.95
482,352,2023-10-23,175.45
483,353,2022-05-02,1343.43
484,354,2024-11-29,3336.82
485,355,2024-02-09,700.15
486,355,2024-02-17,21.29
487,355,2024-02-12,40.96
488,356,2024-01-18,914.95
489,357,2025-07-21,108.2
490,357,2025-08-24,2.65
491,357,2025-06-27,203.05
492,358,2023-06-27,6356.63
493,359,2023-10-16,663.87
494,360,2023-02-20,2118.95
495,361,2024-06-09,70.34
496,361,2024-07-10,98.06
497,362,2025-05-01,138.19
498,362,2025-05-31,724.31
499,362,2025-04-28,511.34
500,363,2023-05-05,1510.43
501,365,2024-11-17,1077.62
502,365,2024-11-16,466.1
503,366,2022-09-29,1593.77
504,367,2021-08-01,156.8
505,367,2021-08-16,267.7
506,368,2021-04-08,2450.89
507,369,2025-07-18,104.04
508,369,2025-08-01,289.45
509,369,2025-08-03,521.84
510,370,2022-11-09,1656.79
511,370,2022-11-27,1273.35
512,371,2022-08-17,3724.97
513,372,2023-11-27,56.42
514,372,2023-11-15,525.17
515,373,2025-02-23,1916.6
516,374,2023-02-03,12.82
517,374,2023-01-12,713.28
518,375,2023-07-19,124.38
519,376,2025-08-08,2097.97
520,377,2024-10-07,163.05
521,377,2024-11-03,931.78
522,379,2025-09-29,155.73
523,380,2024-01-29,758.77
524,381,2024-11-21,3023.56
525,382,2024-12-26,390.53
526,383,2025-03-14,82.69
527,383,2025-04-03,2432.3
528,384,2023-09-10,395.56
529,384,2023-09-15,1660.54
530,384,2023-09-28,588.36
531,385,2024-10-17,2674.07
532,386,2024-03-26,31.61
533,386,2024-04-09,844.37
534,387,2023-10-31,309.46
535,387,2023-11-01,160.63
536,388,2025-07-17,358.86
537,389,2024-08-26,445.48
538,389,2024-09-04,1109.01
539,390,2025-01-20,29.77
540,390,2025-01-20,411.94
541,391,2022-10-13,482.6
542,391,2022-10-09,39.87
543,392,2022-01-23,762.99
544,393,2025-03-15,604.58
545,393,2025-04-14,294.5
546,395,2025-09-05,67.14
547,395,2025-10-06,25.89
548,395,2025-09-03,173.42
549,396,2025-10-14,416.41
550,397,2023-04-23,99.3
551,397,2023-05-01,79.37
552,397,2023-05-11,1038.62
553,398,2024-06-25,2694.94
554,398,2024-07-26,1103.04
555,399,2023-08-21,597.07
556,400,2023-11-04,436.91
557,400,2023-12-02,338.52
558,401,2025-09-01,313.27
559,401,2025-08-09,98.47
560,402,2024-10-08,309.47
561,402,2024-09-24,73.44
562,403,2023-02-28,9248.62
563,403,2023-03-29,641.77
564,404,2024-12-20,101.77
565,404,2024-11-22,1243.22
566,405,2025-01-26,418.94
567,407,2024-05-07,492.32
568,408,2024-03-20,1983.14
569,409,2023-07-14,233.99
570,409,2023-07-14,208.61
571,410,2025-08-19,268.54
572,411,2025-06-26,807.25
573,411,2025-06-24,360.06
574,412,2025-09-16,196.99
575,413,2025-01-02,842.83
576,415,2025-06-26,912.55
577,415,2025-07-19,248.6
578,416,2024-06-14,1199.74
579,416,2024-06-09,876.52
580,417,2023-08-07,480.43
581,418,2024-09-18,310.0
582,420,2021-09-03,523.11
583,421,2024-02-19,503.7
584,421,2024-02-26,211.53
585,422,2022-07-03,373.96
586,424,2024-08-08,12.26
587,424,2024-09-12,63.57
588,424,2024-07-17,107.38
589,425,2024-10-15,172.04
590,425,2024-10-06,2174.54
591,426,2025-06-07,721.11
592,427,2025-07-01,253.7
593,428,2025-07-25,577.16
594,429,2023-06-06,336.15
595,429,2023-06-26,1712.73
596,430,2024-05-23,645.76
597,431,2025-10-26,546.09
598,432,2024-08-01,190.4
599,433,2024-09-23,742.85
600,434,2021-02-06,2733.06
601,435,2021-09-26,616.12
602,436,2025-05-08,1100.84
603,437,2022-02-28,1965.76
604,438,2021-11-04,182.38
605,439,2024-10-01,345.57
606,440,2025-02-13,589.82
607,440,2025-02-13,182.78
608,441,2022-09-10,203.16
609,441,2022-09-12,479.0
610,442,2022-04-02,1666.14
611,442,2022-03-21,611.34
612,444,2025-06-19,197.7
613,444,2025-07-09,1296.98
614,445,2022-06-23,873.78
615,445,2022-07-26,491.16
616,445,2022-06-10,69.51
617,446,2025-07-17,2369.86
618,446,2025-07-09,74.67
619,447,2025-05-01,386.59
620,447,2025-05-04,1285.28
621,447,2025-05-16,1291.16
622,448,2025-06-02,2497.96
623,449,2023-12-09,46.54
624,449,2023-12-17,309.9
625,449,2023-12-27,176.04
626,450,2021-10-24,335.49
627,451,2022-04-21,212.65
628,452,2022-12-04,721.62
629,453,2024-01-14,359.33
630,454,2025-09-13,103.69
631,454,2025-09-10,15.64
632,455,2024-02-02,14.95
633,455,2024-02-12,1663.43
634,456,2024-11-12,53.47
635,456,2024-11-17,157.29
636,456,2024-10-24,276.07
637,458,2021-10-02,668.36
638,459,2023-04-22,490.1
639,459,2023-05-11,143.02
640,461,2025-03-10,190.06
641,462,2022-07-22,558.35
642,463,2022-05-01,314.08
643,464,2023-05-23,107.44
644,464,2023-06-01,310.17
645,465,2022-11-20,49.27
646,465,2022-12-05,148.27
647,466,2021-08-06,751.24
648,467,2023-03-22,265.71
649,468,2023-04-02,1019.21
650,469,2023-07-03,3395.46
651,470,2023-12-30,1743.8
652,471,2023-06-09,28.39
653,471,2023-05-26,156.33
654,472,2021-11-24,398.2
655,472,2021-12-18,106.57
656,473,2022-03-25,540.96
657,474,2024-06-04,529.22
658,475,2024-07-15,123.38
659,475,2024-07-16,1676.75
660,477,2023-07-05,220.35
661,478,2023-09-11,1381.99
662,479,2025-06-25,246.83
663,480,2023-10-25,301.92
664,481,2021-12-09,868.93
665,482,2024-04-15,335.72
666,484,2023-11-04,986.82
667,485,2024-04-19,458.39
668,486,2025-10-18,305.04
669,486,2025-10-27,237.94
670,487,2024-05-04,337.86
671,488,2022-12-10,40.91
672,488,2022-12-11,3814.51
673,489,2023-04-28,58.75
674,489,2023-05-13,71.78
675,490,2022-02-14,286.99
676,490,2022-03-06,6.78
677,491,2023-02-05,1663.47
678,492,2024-11-14,680.91
679,493,2023-05-09,377.68
680,494,2022-10-28,327.42
681,495,2022-08-16,357.14
682,496,2023-04-17,447.78
683,496,2023-05-05,1279.17
684,496,2023-05-08,482.89
685,497,2022-04-13,234.6
686,498,2021-12-09,146.41
687,498,2022-01-13,108.33
688,499,2023-03-16,1833.22
689,500,2023-07-17,608.32
690,501,2025-09-21,419.51
691,503,2024-09-22,518.81
692,505,2024-10-23,568.31
693,506,2024-04-21,3175.27
694,507,2024-07-31,1812.29
695,508,2025-01-06,404.36
696,509,2024-07-17,153.66
697,509,2024-07-12,286.57
698,510,2024-10-08,322.08
699,511,2025-05-17,477.05
700,511,2025-06-18,506.94
701,511,2025-06-17,295.35
702,512,2025-06-28,873.16
703,513,2025-05-29,206.21
704,513,2025-06-01,1.87
705,513,2025-05-07,177.49
706,514,2025-08-24,148.21
707,514,2025-08-28,752.1
708,514,2025-09-12,453.24
709,515,2022-11-18,188.94
710,516,2020-11-15,1829.15
711,518,2025-03-21,769.27
712,519,2024-09-14,83.27
713,519,2024-09-21,262.4
714,520,2025-03-31,3584.57
715,521,2021-02-12,327.46
716,523,2025-03-03,1073.85
717,523,2025-03-31,1699.52
718,523,2025-02-09,573.79
719,524,2024-04-27,187.1
720,525,2024-09-27,412.71
721,526,2025-08-26,68.76
722,526,2025-09-08,384.71
723,528,2022-07-06,895.32
724,529,2023-08-30,768.69
725,530,2022-12-13,280.83
726,531,2023-02-15,21.81
727,531,2023-02-16,125.07
728,532,2023-09-29,251.64
729,532,2023-10-19,172.15
730,533,2025-07-07,575.47
731,535,2025-09-15,252.69
732,536,2022-03-18,359.89
733,537,2022-10-05,618.99
734,538,2022-09-26,312.85
735,539,2024-11-17,296.52
736,540,2022-07-17,386.23
737,541,2022-08-31,709.7
738,541,2022-09-01,2187.31
739,542,2023-07-24,315.66
740,543,2024-11-28,121.6
741,544,2025-01-14,504.6
742,545,2023-04-28,416.52
743,546,2023-11-29,345.85
744,547,2025-08-08,168.29
745,548,2025-07-17,448.06
746,549,2025-03-02,410.85
747,550,2024-11-30,7151.48
748,550,2024-11-30,495.46
749,551,2022-01-15,1325.89
750,552,2022-07-24,2062.98
751,552,2022-08-13,56.35
752,552,2022-09-08,829.74
753,553,2022-11-10,111.76
754,554,2024-10-08,139.5
755,556,2025-04-05,502.57
756,557,2023-10-05,1545.07
757,557,2023-10-21,854.09
758,559,2024-08-27,199.69
759,559,2024-08-01,267.1
760,560,2023-11-09,375.39
761,562,2023-08-31,398.82
762,562,2023-09-18,218.14
763,563,2022-08-01,534.98
764,563,2022-09-04,430.93
765,564,2024-03-17,1313.98
766,565,2022-11-21,573.62
767,565,2022-11-12,1482.94
768,566,2022-03-09,36.6
769,566,2022-03-22,315.25
770,567,2021-08-25,997.59
771,567,2021-10-04,341.12
772,567,2021-08-23,16.09
773,568,2021-05-19,721.03
774,569,2021-11-14,401.9
775,570,2025-05-14,1159.56
776,571,2024-12-19,1522.23
777,572,2024-12-31,917.47
778,573,2021-09-07,147.84
779,573,2021-08-29,370.71
780,574,2023-08-21,2605.19
781,575,2021-11-23,33.61
782,575,2021-11-18,242.33
783,576,2024-11-15,165.94
784,576,2024-10-23,39.79
785,577,2023-05-07,294.39
786,578,2023-05-29,425.77
787,579,2024-01-02,878.92
788,580,2024-09-24,4207.59
789,581,2024-02-23,459.78
790,582,2025-06-26,89.49
791,582,2025-07-01,271.44
792,583,2024-08-13,296.91
793,584,2024-09-22,559.42
794,585,2025-05-27,1172.92
795,586,2023-07-08,685.34
796,587,2025-01-27,1105.87
797,589,2025-04-02,445.47
798,589,2025-05-09,95.72
799,589,2025-05-07,330.71
800,590,2024-04-09,326.91
801,591,2023-02-01,456.4
802,592,2024-05-02,659.9
803,593,2025-01-13,530.88
804,593,2025-01-09,156.58
805,594,2022-05-21,943.09
806,594,2022-06-15,6.67
807,595,2022-08-10,544.02
808,596,2023-01-17,265.89
809,597,2022-07-02,70.72
810,597,2022-07-02,82.09
811,598,2023-11-09,301.07
812,598,2023-12-18,30.43
813,598,2023-11-18,8.52
814,599,2024-10-07,2375.4
815,601,2024-08-04,1009.99
816,602,2024-12-29,1948.3
817,603,2025-06-17,2389.56
818,605,2024-06-24,1891.44
819,606,2023-04-07,75.38
820,606,2023-05-01,111.46
821,606,2023-05-06,33.18
822,607,2021-05-24,978.83
823,607,2021-05-04,957.8
824,608,2024-04-29,500.75
825,609,2025-02-05,226.86
826,609,2025-01-15,1558.33
827,610,2025-01-05,1537.89
828,610,2025-01-27,104.95
829,611,2022-08-09,5462.82
830,615,2023-10-26,275.6
831,617,2023-09-27,480.05
832,618,2024-08-10,533.62
833,620,2023-01-19,2012.17
834,621,2025-04-04,1098.3
835,621,2025-04-22,372.96
836,622,2024-10-21,213.62
837,622,2024-10-28,36.13
838,622,2024-10-29,127.77
839,623,2025-04-08,49.98
840,623,2025-04-17,150.89
841,623,2025-05-28,199.77
842,624,2024-12-08,245.16
843,625,2022-12-07,177.86
844,626,2023-06-25,1670.78
845,627,2025-07-02,2690.59
846,627,2025-07-02,332.65
847,628,2024-08-13,1205.76
848,628,2024-09-07,2691.04
849,629,2024-01-29,3011.22
850,629,2024-02-04,1817.19
851,630,2025-02-26,3095.08
852,631,2022-05-22,538.24
853,632,2023-05-05,5.75
854,632,2023-05-13,49.56
855,632,2023-05-18,38.71
856,633,2021-07-21,3633.35
857,634,2023-04-05,345.67
858,634,2023-03-26,60.14
859,635,2023-12-03,571.18
860,635,2023-12-18,170.03
861,636,2022-05-27,696.92
862,636,2022-06-02,404.8
863,637,2021-12-19,105.36
864,637,2021-11-29,1128.73
865,638,2025-07-08,1622.71
866,639,2025-01-28,375.89
867,639,2025-01-29,559.39
868,640,2025-02-09,526.98
869,641,2021-08-15,13.21
870,641,2021-07-29,331.42
871,642,2024-03-23,2649.22
872,642,2024-04-20,68.88
873,643,2022-12-16,1574.46
874,644,2023-11-06,478.32
875,645,2025-05-20,423.95
876,647,2023-06-08,478.45
877,648,2025-03-11,57.1
878,648,2025-02-08,145.54
879,649,2024-12-31,2345.46
880,650,2023-03-01,535.6
881,650,2023-02-13,314.71
882,651,2023-10-31,648.89
883,653,2023-12-12,71.99
884,653,2024-01-06,230.8
885,654,2023-03-05,487.41
886,655,2022-04-03,361.64
887,656,2024-04-01,1789.46
888,656,2024-04-22,673.07
889,656,2024-03-26,1338.8
890,657,2025-09-27,361.5
891,658,2023-12-22,203.69
892,659,2024-11-01,649.81
893,660,2025-05-31,3301.3
894,661,2022-12-12,112.96
895,661,2022-12-29,242.42
896,662,2025-08-20,1220.03
897,663,2023-04-20,320.78
898,664,2023-04-10,314.43
899,665,2021-07-21,1079.26
900,665,2021-09-03,265.98
901,666,2022-01-20,904.05
902,667,2025-08-27,179.06
903,669,2023-05-08,19.43
904,669,2023-05-10,225.8
905,670,2025-04-27,238.52
906,670,2025-05-18,81.03
907,671,2025-06-25,2391.86
908,671,2025-06-21,450.66
909,672,2024-09-01,184.62
910,672,2024-09-15,517.02
911,672,2024-09-18,149.01
912,674,2022-12-12,197.58
913,676,2023-01-30,513.12
914,676,2023-01-30,112.58
915,677,2022-05-11,263.2
